patent_id,year,num_citations,weighted_cites_5yrs
9198874,2015,1,0
9198928,2015,1,0
9199288,2015,1,0
9199438,2015,1,0
9199842,2015,7,1
9199994,2015,3,1
9200056,2015,1,0
9200069,2015,16,57
9200070,2015,16,57
9200090,2015,1,0
9200236,2015,1,0
9200337,2015,6,12
9200621,2015,1,0
9200622,2015,1,0
9200799,2015,1,0
9200821,2015,1,0
9201013,2015,1,1
9201266,2015,3,0
9201280,2015,4,0
9201301,2015,1,0
9201442,2015,13,13
9201726,2015,2,0
9201990,2015,1,0
9202396,2015,1,0
9202556,2015,2,0
9202557,2015,2,0
9202575,2015,2,1
9202579,2015,4,2
9202693,2015,1,0
9202722,2015,2,0
9202762,2015,2,0
9202814,2015,2,0
9202827,2015,11,4
9202842,2015,1,0
9202867,2015,1,0
9202868,2015,1,0
9202891,2015,1,0
9202898,2015,1,0
9202915,2015,2,1
9202922,2015,6,2
9202925,2015,2,0
9202926,2015,3,1
9202927,2015,1,0
9202931,2015,3,0
9202938,2015,2,1
9202965,2015,1,0
9202987,2015,4,1
9202992,2015,1,0
9202996,2015,16,37
9202997,2015,1,0
9203023,2015,1,0
9203038,2015,1,0
9203041,2015,1,0
9203084,2015,1,0
9203215,2015,2,0
9203257,2015,1,0
9204624,2015,1,0
9205040,2015,2,1
9205177,2015,2,1
9206261,2015,2,0
9206262,2015,3,0
9206263,2015,3,0
9206359,2015,1,1
9206360,2015,2,0
9206365,2015,1,0
9206368,2015,1,0
9206377,2015,1,0
9206390,2015,16,57
9206401,2015,1,0
9206443,2015,1,0
9206444,2015,1,0
9206447,2015,5,0
9206448,2015,2,0
9206509,2015,1,0
9206680,2015,3,1
9206952,2015,2,0
9206969,2015,1,0
9206997,2015,1,0
9207053,2015,3,0
9207357,2015,2,0
9207385,2015,1,0
9207399,2015,4,2
9207504,2015,7,1
9207735,2015,2,0
9207993,2015,11,2
9208840,2015,19,11
9208848,2015,1,0
9208887,2015,2,4
9209023,2015,1,0
9209025,2015,1,0
9209026,2015,17,15
9209081,2015,1,0
9209099,2015,1,0
9209140,2015,1,0
9209191,2015,3,3
9209203,2015,2,0
9209256,2015,10,0
9209262,2015,1,0
9209267,2015,1,0
9209282,2015,1,0
9209283,2015,3,4
9209289,2015,2,0
9209306,2015,1,0
9209307,2015,9,1
9209311,2015,1,0
9209314,2015,5,0
9209323,2015,2,1
9209326,2015,1,0
9209332,2015,2,0
9209336,2015,3,0
9209360,2015,2,2
9209374,2015,1,0
9209375,2015,4,5
9209494,2015,1,0
9209596,2015,2,0
9209626,2015,1,0
9209650,2015,3,0
9209766,2015,1,0
9210835,2015,1,0
9211256,2015,1,0
9211419,2015,2,0
9211510,2015,1,0
9211527,2015,2,0
9211678,2015,4,0
9212056,2015,5,0
9212063,2015,1,0
9212104,2015,1,0
9212131,2015,2,1
9212191,2015,6,4
9212285,2015,1,0
9212294,2015,12,10
9212314,2015,1,0
9212374,2015,1,0
9212397,2015,1,0
9212829,2015,1,0
9212895,2015,1,0
9213191,2015,8,12
9213192,2015,8,12
9213206,2015,4,1
9213593,2015,1,0
9213929,2015,1,0
9213945,2015,1,0
9214280,2015,2,0
9214281,2015,1,0
9214333,2015,9,29
9214334,2015,15,47
9214349,2015,1,0
9214350,2015,1,1
9214354,2015,2,2
9214389,2015,1,0
9214429,2015,1,0
9214474,2015,14,4
9214526,2015,1,0
9214563,2015,9,1
9214566,2015,7,2
9214585,2015,1,0
9214594,2015,1,0
9214817,2015,1,0
9214832,2015,1,0
9214891,2015,8,1
9215779,2015,2,2
9216155,2015,1,0
9216211,2015,1,0
9216225,2015,1,0
9216398,2015,16,40
9216434,2015,4,0
9216546,2015,4,0
9216558,2015,1,0
9216908,2015,1,1
9216910,2015,2,0
9216916,2015,1,0
9217114,2015,1,0
9217143,2015,9,7
9217207,2015,1,0
9217210,2015,1,0
9217681,2015,1,0
9217758,2015,1,0
9218013,2015,1,0
9218035,2015,2,0
9218176,2015,2,0
9218245,2015,1,0
9218870,2015,1,0
9218888,2015,1,0
9218917,2015,2,0
9218955,2015,2,0
9218959,2015,1,0
9218966,2015,4,0
9219064,2015,4,0
9219066,2015,1,0
9219100,2015,2,0
9219134,2015,1,0
9219135,2015,2,0
9219145,2015,1,0
9219150,2015,1,0
9219154,2015,6,2
9219158,2015,3,0
9219160,2015,4,0
9219175,2015,1,0
9219349,2015,1,0
9219402,2015,2,1
9219991,2015,4,0
9220455,2015,2,1
9220689,2015,1,0
9220785,2015,1,0
9220788,2015,5,3
9221032,2015,1,0
9221056,2015,1,0
9221064,2015,2,1
9221136,2015,1,0
9221214,2015,1,0
9221707,2015,4,1
9221788,2015,6,0
9221888,2015,3,1
9221894,2015,1,0
9221919,2015,2,1
9221990,2015,1,0
9222028,2015,2,0
9222099,2015,1,0
9222103,2015,1,0
9222342,2015,1,0
9222702,2015,1,0
9222704,2015,2,0
9223167,2015,1,0
9224412,2015,1,0
9224609,2015,3,0
9224622,2015,1,0
9224631,2015,1,0
9224659,2015,1,0
9224667,2015,1,0
9224745,2015,2,2
9224749,2015,1,0
9224757,2015,1,1
9224808,2015,5,1
9224809,2015,1,0
9224810,2015,5,3
9224812,2015,1,0
9224816,2015,1,0
9224825,2015,2,1
9224838,2015,1,0
9224850,2015,1,0
9224851,2015,3,0
9224852,2015,6,4
9224871,2015,2,0
9224875,2015,2,1
9224914,2015,1,0
9224985,2015,1,0
9225003,2015,1,0
9225072,2015,1,0
9225199,2015,4,1
9225261,2015,2,1
9226361,2015,1,0
9226484,2016,3,0
9226890,2016,1,0
9226935,2016,1,0
9227393,2016,15,8
9227456,2016,4,4
9227790,2016,1,0
9227846,2016,1,0
9227941,2016,1,0
9228010,2016,1,0
9228072,2016,2,0
9228180,2016,1,0
9228205,2016,1,0
9228208,2016,7,1
9228697,2016,2,0
9228974,2016,1,0
9229964,2016,23,3
9230647,2016,1,0
9230793,2016,1,0
9230799,2016,1,0
9230979,2016,16,21
9230980,2016,5,4
9230987,2016,21,9
9230989,2016,2,0
9230996,2016,1,0
9230998,2016,1,1
9231002,2016,1,0
9231029,2016,2,1
9231052,2016,1,0
9231066,2016,1,0
9231070,2016,1,0
9231096,2016,1,0
9231129,2016,1,0
9231132,2016,1,0
9231145,2016,1,0
9231169,2016,1,0
9231201,2016,1,0
9231223,2016,3,3
9231518,2016,2,0
9231519,2016,1,0
9232290,2016,4,0
9232776,2016,2,0
9232813,2016,1,0
9233072,2016,5,0
9233110,2016,1,0
9233131,2016,1,0
9233366,2016,1,0
9233746,2016,3,3
9233845,2016,1,0
9234013,2016,1,0
9234033,2016,15,43
9234075,2016,1,0
9234084,2016,1,0
9234106,2016,2,0
9234125,2016,4,0
9234167,2016,1,0
9234213,2016,5,0
9234224,2016,1,0
9234227,2016,1,0
9234277,2016,2,0
9234280,2016,1,0
9234501,2016,3,2
9234633,2016,2,0
9234872,2016,1,0
9234882,2016,1,0
9235236,2016,12,3
9236162,2016,1,0
9236169,2016,3,0
9236197,2016,1,0
9236297,2016,9,19
9236305,2016,1,0
9236309,2016,1,0
9236310,2016,1,0
9236335,2016,1,0
9236385,2016,2,1
9236395,2016,2,0
9236396,2016,8,2
9236405,2016,1,0
9236412,2016,2,4
9236432,2016,2,1
9236444,2016,1,0
9236456,2016,4,1
9236460,2016,7,1
9236461,2016,1,0
9236473,2016,1,0
9236485,2016,1,0
9236505,2016,1,0
9236513,2016,2,0
9236515,2016,1,0
9236516,2016,1,0
9236524,2016,4,2
9236526,2016,1,0
9236552,2016,1,1
9236572,2016,1,0
9236575,2016,1,1
9236637,2016,1,0
9236638,2016,1,0
9237606,2016,1,0
9238038,2016,1,0
9238091,2016,1,0
9238353,2016,1,0
9238354,2016,14,5
9238505,2016,1,1
9238674,2016,6,2
9238806,2016,1,0
9238822,2016,3,0
9238827,2016,1,0
9238835,2016,2,0
9238845,2016,1,1
9239284,2016,1,0
9239417,2016,2,0
9239484,2016,1,0
9240221,2016,1,1
9240222,2016,1,0
9240258,2016,1,0
9240410,2016,2,1
9240416,2016,1,0
9240447,2016,2,2
9240464,2016,5,1
9240467,2016,1,0
9240478,2016,2,0
9240485,2016,2,0
9240486,2016,1,0
9240506,2016,1,0
9240539,2016,1,0
9240564,2016,1,0
9241898,2016,1,0
9241986,2016,1,0
9242003,2016,2,0
9242125,2016,1,0
9242431,2016,1,0
9242554,2016,1,2
9242717,2016,3,1
9242865,2016,1,0
9242895,2016,1,0
9243053,2016,1,0
9243107,2016,7,0
9243141,2016,5,0
9243146,2016,4,0
9243159,2016,1,0
9243214,2016,1,0
9243246,2016,1,0
9243258,2016,1,0
9243303,2016,4,0
9243347,2016,1,0
9243475,2016,5,1
9243609,2016,1,0
9244103,2016,1,0
9244296,2016,1,0
9244305,2016,1,0
9245167,2016,1,0
9245549,2016,1,0
9245551,2016,15,22
9245609,2016,1,1
9245629,2016,3,4
9245752,2016,1,0
9245765,2016,1,0
9245789,2016,1,0
9245816,2016,1,0
9245838,2016,2,1
9245889,2016,3,3
9245896,2016,1,0
9245957,2016,1,0
9245958,2016,11,3
9245959,2016,1,9
9245962,2016,2,0
9245969,2016,1,0
9245983,2016,1,0
9245989,2016,1,0
9246001,2016,6,2
9246011,2016,6,0
9246034,2016,2,0
9246047,2016,4,0
9246112,2016,1,0
9246334,2016,62,4
9246397,2016,1,0
9246461,2016,1,0
9247109,2016,3,0
9247672,2016,1,0
9247960,2016,4,0
9247992,2016,2,0
9248101,2016,1,0
9248177,2016,1,0
9248412,2016,1,0
9248441,2016,1,0
9248468,2016,2,0
9249032,2016,2,0
9249076,2016,2,0
9249201,2016,1,0
9249218,2016,2,0
9249243,2016,1,0
9249250,2016,1,0
9249334,2016,13,10
9249395,2016,1,0
9249425,2016,1,0
9249526,2016,13,11
9249730,2016,3,0
9250185,2016,1,0
9250351,2016,1,0
9250389,2016,1,0
9250528,2016,1,0
9251458,2016,3,1
9251822,2016,1,0
9251868,2016,1,2
9251912,2016,1,0
9252092,2016,1,0
9252103,2016,1,0
9252108,2016,2,0
9252160,2016,1,0
9252190,2016,1,0
9252194,2016,1,0
9252211,2016,1,0
9252251,2016,3,0
9252268,2016,1,0
9252275,2016,1,0
9252276,2016,6,2
9252279,2016,3,1
9252283,2016,6,0
9252287,2016,5,0
9252301,2016,6,0
9252313,2016,4,0
9252985,2016,1,0
9253587,2016,8,12
9254172,2016,1,0
9254461,2016,3,3
9254481,2016,1,0
9254588,2016,2,0
9254789,2016,1,0
9255007,2016,2,1
9255086,2016,1,0
9255172,2016,2,0
9255273,2016,1,0
9255288,2016,1,0
9255321,2016,1,0
9255725,2016,1,0
9255839,2016,1,0
9256126,2016,1,0
9256523,2016,1,0
9257258,2016,1,0
9257275,2016,3,0
9257276,2016,3,1
9257303,2016,7,4
9257359,2016,1,0
9257446,2016,1,0
9257472,2016,1,0
9257509,2016,2,0
9257510,2016,1,0
9257521,2016,2,2
9257527,2016,7,0
9257538,2016,2,0
9257545,2016,1,0
9257556,2016,3,0
9257569,2016,7,0
9257575,2016,2,0
9257582,2016,3,5
9257586,2016,1,0
9257594,2016,2,0
9257600,2016,1,0
9257606,2016,1,0
9257682,2016,1,0
9259268,2016,3,1
9259461,2016,1,1
9259492,2016,1,0
9260289,2016,2,0
9260305,2016,1,0
9260310,2016,2,1
9260312,2016,1,0
9260398,2016,3,1
9260471,2016,1,0
9260532,2016,1,0
9260708,2016,5,0
9260720,2016,1,0
9260723,2016,1,0
9260734,2016,1,0
9260752,2016,12,5
9261508,2016,1,0
9261659,2016,1,0
9263253,2016,2,0
9263259,2016,3,0
9263260,2016,1,0
9263285,2016,1,0
9263373,2016,1,0
9263378,2016,2,0
9263393,2016,1,0
9263469,2016,4,0
9263472,2016,2,0
9263507,2016,1,0
9263519,2016,1,0
9263534,2016,1,0
9263536,2016,1,0
9263557,2016,2,0
9263561,2016,1,0
9263586,2016,1,0
9263605,2016,1,0
9263625,2016,1,0
9263637,2016,1,0
9263660,2016,1,0
9265558,2016,1,0
9265815,2016,16,30
9265818,2016,1,0
9265843,2016,1,0
9266092,2016,1,0
9266261,2016,1,0
9266591,2016,1,0
9266750,2016,2,0
9266762,2016,1,0
9266781,2016,1,0
9266949,2016,14,30
9267102,2016,1,0
9267145,2016,2,0
9267152,2016,2,0
9267157,2016,6,0
9267164,2016,1,0
9267664,2016,1,0
9267853,2016,1,0
9267894,2016,3,0
9268188,2016,3,1
9268428,2016,1,0
9268451,2016,1,0
9268637,2016,1,0
9269315,2016,1,0
9269419,2016,1,0
9269569,2016,1,0
9269622,2016,1,1
9269627,2016,2,0
9269630,2016,1,0
9269718,2016,2,0
9269728,2016,2,0
9269755,2016,1,0
9269773,2016,2,0
9269794,2016,2,0
9269800,2016,1,0
9269817,2016,1,0
9269821,2016,7,0
9269823,2016,2,0
9269825,2016,1,0
9269827,2016,1,0
9269839,2016,6,0
9269852,2016,2,0
9269873,2016,1,0
9269989,2016,1,0
9270164,2016,1,0
9270201,2016,3,0
9270278,2016,1,0
9271453,2016,1,0
9271926,2016,1,1
9271933,2016,1,0
9271986,2016,1,0
9271998,2016,1,0
9272043,2016,1,0
9272158,2016,1,0
9272246,2016,1,0
9272334,2016,1,0
9272468,2016,1,0
9272497,2016,1,0
9272783,2016,2,0
9272930,2016,1,0
9272986,2016,3,1
9273004,2016,2,0
9273248,2016,1,0
9273277,2016,1,0
9273326,2016,1,0
9273330,2016,5,0
9273352,2016,2,0
9273840,2016,1,0
9273883,2016,2,0
9273884,2016,1,0
9274391,2016,3,0
9275391,2016,1,0
9275710,2016,1,0
9275737,2016,2,1
9275741,2016,3,0
9275745,2016,2,0
9275762,2016,1,0
9275772,2016,3,0
9275773,2016,1,0
9275844,2016,2,0
9275857,2016,2,0
9275864,2016,2,1
9275896,2016,1,1
9275996,2016,4,0
9276064,2016,4,0
9276078,2016,1,0
9276121,2016,4,1
9276125,2016,1,0
9276144,2016,1,0
9276151,2016,1,0
9276168,2016,1,0
9276197,2016,1,0
9276213,2016,1,0
9276216,2016,1,0
9276381,2016,1,0
9277607,2016,2,0
9277697,2016,1,0
9278069,2016,1,0
9278161,2016,1,0
9278392,2016,2,0
9278862,2016,1,1
9278896,2016,4,1
9279153,2016,1,0
9279163,2016,1,0
9279195,2016,1,0
9279601,2016,1,0
9279767,2016,1,0
9279785,2016,1,0
9279863,2016,2,0
9280076,2016,3,1
9281016,2016,2,1
9281132,2016,4,0
9281181,2016,2,0
9281276,2016,1,0
9281298,2016,1,1
9281300,2016,2,1
9281355,2016,2,0
9281358,2016,3,3
9281362,2016,1,0
9281385,2016,1,0
9281409,2016,5,0
9281410,2016,1,0
9281412,2016,13,2
9281427,2016,1,0
9281431,2016,1,0
9281442,2016,3,0
9281472,2016,4,2
9282995,2016,1,0
9283155,2016,1,0
9283184,2016,1,0
9283501,2016,2,0
9284267,2016,1,0
9284280,2016,1,0
9284353,2016,9,11
9284566,2016,1,0
9284570,2016,2,1
9284575,2016,2,0
9284605,2016,1,0
9284640,2016,1,0
9284656,2016,1,0
9284886,2016,11,2
9284940,2016,1,0
9284952,2016,2,0
9285816,2016,1,0
9286024,2016,2,0
9286041,2016,1,0
9286949,2016,1,0
9286955,2016,5,2
9287116,2016,1,0
9287132,2016,1,1
9287189,2016,1,0
9287259,2016,1,0
9287288,2016,1,0
9287292,2016,2,0
9287327,2016,2,0
9287352,2016,1,0
9287360,2016,2,0
9287381,2016,1,0
9287386,2016,1,0
9287388,2016,1,0
9287390,2016,2,0
9287395,2016,2,0
9287405,2016,2,0
9287407,2016,1,0
9287408,2016,3,1
9287410,2016,7,0
9287411,2016,9,0
9287430,2016,1,0
9287431,2016,8,0
9287438,2016,3,0
9287439,2016,1,0
9287442,2016,4,0
9287455,2016,4,0
9287464,2016,1,5
9287469,2016,2,0
9287516,2016,1,0
9287518,2016,1,0
9287553,2016,2,0
9287561,2016,2,1
9287701,2016,2,0
9287877,2016,2,0
9288564,2016,1,0
9289476,2016,2,0
9289477,2016,2,0
9289496,2016,1,0
9289696,2016,1,1
9290258,2016,3,3
9290561,2016,1,0
9290568,2016,14,30
9290612,2016,1,0
9290635,2016,1,0
9290636,2016,2,0
9290762,2016,1,0
9290780,2016,1,1
9290808,2016,11,3
9290809,2016,9,2
9290821,2016,1,0
9290845,2016,1,0
9291365,2016,1,0
9291367,2016,1,0
9291562,2016,1,2
9291618,2016,3,0
9291642,2016,1,0
9291696,2016,18,2
9291870,2016,1,0
9293177,2016,1,1
9293343,2016,1,0
9293349,2016,1,2
9293401,2016,1,0
9293436,2016,1,0
9293459,2016,10,4
9293470,2016,1,0
9293496,2016,1,0
9293532,2016,1,0
9293536,2016,1,0
9293560,2016,1,0
9293564,2016,5,1
9293566,2016,1,0
9293576,2016,1,0
9293592,2016,4,0
9293602,2016,12,0
9293636,2016,1,0
9293703,2016,5,3
9293719,2016,1,0
9293892,2016,1,0
9293948,2016,1,0
9295718,2016,2,0
9295727,2016,1,0
9295757,2016,3,0
9296609,2016,2,0
9296614,2016,1,1
9296656,2016,1,0
9296850,2016,1,0
9296912,2016,1,0
9296999,2016,1,0
9297008,2016,1,0
9297016,2016,5,0
9297024,2016,1,0
9297026,2016,2,0
9297028,2016,5,0
9297029,2016,6,0
9297062,2016,1,0
9297092,2016,5,0
9297555,2016,1,0
9297796,2016,3,2
9297912,2016,2,0
9298039,2016,1,0
9299409,2016,1,0
9299426,2016,2,1
9299473,2016,2,0
9299474,2016,1,0
9299478,2016,1,0
9299494,2016,1,0
9299576,2016,1,0
9299579,2016,1,0
9299637,2016,1,0
9299649,2016,3,0
9299701,2016,1,0
9299723,2016,1,0
9299807,2016,1,0
9299820,2016,1,2
9299876,2016,1,16
9299914,2016,2,0
9300115,2016,2,0
9300141,2016,1,0
9300169,2016,2,1
9300225,2016,2,0
9301509,2016,2,0
9301510,2016,1,0
9301693,2016,2,1
9301974,2016,2,0
9301984,2016,1,0
9302003,2016,1,0
9302116,2016,2,0
9302258,2016,1,0
9302260,2016,3,0
9302590,2016,1,0
9302635,2016,1,0
9302792,2016,1,0
9303153,2016,1,0
9303213,2016,1,0
9303223,2016,1,0
9303225,2016,5,0
9303273,2016,1,0
9303310,2016,1,0
9303629,2016,1,0
9304072,2016,2,0
9304130,2016,1,0
9304243,2016,1,0
9304358,2016,1,0
9305674,2016,1,0
9305715,2016,1,0
9305735,2016,1,0
9305756,2016,1,0
9305774,2016,1,0
9305780,2016,2,0
9305781,2016,3,0
9305807,2016,2,0
9305824,2016,1,0
9305859,2016,1,0
9305928,2016,1,0
9305934,2016,6,11
9305937,2016,7,2
9305952,2016,1,0
9306002,2016,1,0
9306019,2016,2,4
9306021,2016,1,0
9306025,2016,2,0
9306027,2016,1,0
9306028,2016,2,0
9306051,2016,1,0
9306075,2016,1,0
9306079,2016,3,0
9306086,2016,1,0
9306101,2016,1,0
9306103,2016,1,0
9306118,2016,1,0
9306593,2016,1,0
9306646,2016,1,0
9306672,2016,3,0
9307578,2016,1,0
9307648,2016,1,0
9308043,2016,1,0
9308044,2016,1,0
9308167,2016,1,0
9308180,2016,4,0
9308280,2016,5,0
9308731,2016,1,0
9308969,2016,2,0
9309205,2016,1,0
9309220,2016,4,0
9309289,2016,2,0
9309444,2016,3,0
9309446,2016,2,0
9309545,2016,4,1
9309546,2016,1,0
9309590,2016,1,0
9309860,2016,1,0
9309861,2016,1,0
9310072,2016,1,0
9310376,2016,1,0
9310495,2016,1,1
9310626,2016,7,0
9310673,2016,2,0
9312046,2016,1,0
9312123,2016,1,0
9312127,2016,1,0
9312134,2016,3,1
9312151,2016,1,0
9312165,2016,2,0
9312186,2016,1,1
9312215,2016,2,0
9312225,2016,2,1
9312270,2016,1,0
9312291,2016,4,1
9312393,2016,4,1
9312394,2016,6,0
9312420,2016,1,0
9312447,2016,1,0
9312507,2016,1,0
9312698,2016,2,1
9312724,2016,2,0
9313549,2016,1,0
9314548,2016,1,0
9314777,2016,1,0
9315388,2016,2,3
9315516,2016,1,0
9315550,2016,3,0
9315574,2016,13,17
9315633,2016,1,0
9315703,2016,2,1
9315807,2016,1,0
9315817,2016,1,0
9315832,2016,2,0
9315840,2016,1,0
9315864,2016,2,0
9315910,2016,2,0
9315942,2016,2,0
9316416,2016,1,0
9316872,2016,1,0
9318103,2016,1,2
9318164,2016,1,0
9318196,2016,1,0
9318201,2016,1,0
9318316,2016,3,0
9318317,2016,1,0
9318330,2016,1,0
9318404,2016,3,1
9318461,2016,1,0
9318477,2016,3,0
9318500,2016,2,0
9318503,2016,1,0
9318506,2016,2,0
9318507,2016,3,1
9318512,2016,9,6
9318530,2016,2,0
9318553,2016,6,0
9318572,2016,2,0
9318577,2016,1,0
9318591,2016,4,0
9318610,2016,3,0
9318611,2016,1,0
9318612,2016,1,0
9318613,2016,11,0
9318622,2016,1,0
9318635,2016,1,0
9318637,2016,1,0
9318644,2016,2,0
9318650,2016,4,0
9318652,2016,6,0
9318866,2016,3,2
9318905,2016,1,0
9320136,2016,5,0
9320321,2016,2,0
9320387,2016,2,0
9320491,2016,1,0
9320561,2016,1,0
9320698,2016,1,0
9320719,2016,1,0
9320749,2016,1,0
9320807,2016,1,0
9321243,2016,1,0
9321352,2016,2,1
9321754,2016,1,0
9322005,2016,1,0
9322006,2016,2,0
9322036,2016,1,0
9322133,2016,1,0
9322543,2016,2,0
9322574,2016,2,0
9322575,2016,1,0
9322820,2016,1,0
9323972,2016,6,5
9324504,2016,1,0
9324562,2016,1,0
9324587,2016,1,0
9324589,2016,1,0
9324692,2016,1,0
9324696,2016,12,5
9324710,2016,1,0
9324716,2016,1,0
9324726,2016,1,1
9324728,2016,1,0
9324733,2016,7,0
9324743,2016,1,0
9324753,2016,1,0
9324757,2016,1,0
9324796,2016,1,0
9324804,2016,1,0
9324810,2016,1,0
9324812,2016,2,0
9324816,2016,1,0
9324850,2016,1,0
9324874,2016,2,2
9324875,2016,5,0
9324876,2016,2,0
9324878,2016,1,0
9324880,2016,1,0
9324882,2016,2,1
9324893,2016,1,0
9324898,2016,1,0
9325173,2016,4,1
9325259,2016,1,0
9325947,2016,1,0
9326533,2016,1,0
9326817,2016,1,0
9327037,2016,3,0
9327056,2016,1,0
9327122,2016,2,0
9327226,2016,2,0
9327816,2016,3,3
9327970,2016,2,0
9327979,2016,1,0
9327981,2016,1,0
9327982,2016,1,0
9328032,2016,1,1
9328211,2016,8,6
9328393,2016,4,1
9328601,2016,2,0
9328788,2016,2,0
9328906,2016,2,0
9329201,2016,1,0
9329445,2016,1,0
9329600,2016,3,3
9330013,2016,1,0
9330739,2016,1,0
9330768,2016,1,0
9330772,2016,3,0
9330854,2016,1,0
9330903,2016,2,0
9330904,2016,1,0
9330906,2016,4,0
9330909,2016,2,0
9330922,2016,1,0
9330936,2016,1,6
9330940,2016,1,0
9330963,2016,4,1
9330970,2016,1,0
9330982,2016,1,0
9331058,2016,1,1
9331071,2016,1,0
9331077,2016,3,0
9331093,2016,2,0
9331100,2016,5,0
9331108,2016,2,0
9331112,2016,7,0
9331126,2016,2,0
9331146,2016,3,4
9331156,2016,2,9
9331163,2016,1,0
9331190,2016,1,0
9331198,2016,1,0
9331206,2016,1,0
9331207,2016,1,0
9331208,2016,7,1
9331212,2016,1,0
9331223,2016,1,0
9331229,2016,1,0
9331240,2016,5,0
9331283,2016,1,0
9331323,2016,1,0
9331499,2016,2,0
9331695,2016,2,0
9331751,2016,1,0
9332974,2016,105,32
9333063,2016,1,0
9333097,2016,5,1
9333207,2016,1,0
9333271,2016,1,0
9333487,2016,1,0
9334319,2016,13,17
9334464,2016,1,0
9334494,2016,1,0
9334518,2016,5,5
9334616,2016,2,1
9335027,2016,1,0
9335069,2016,1,0
9335281,2016,1,0
9335289,2016,1,0
9335471,2016,1,0
9335530,2016,1,0
9337023,2016,1,0
9337025,2016,1,0
9337057,2016,1,0
9337068,2016,2,0
9337083,2016,1,0
9337093,2016,2,0
9337139,2016,1,0
9337149,2016,1,0
9337203,2016,1,0
9337230,2016,1,0
9337233,2016,1,0
9337262,2016,1,0
9337264,2016,1,0
9337274,2016,1,0
9337300,2016,1,0
9337305,2016,2,0
9337319,2016,2,2
9337321,2016,3,0
9337343,2016,1,0
9337345,2016,1,0
9337347,2016,2,0
9337359,2016,1,0
9337360,2016,1,0
9337363,2016,1,0
9337373,2016,1,0
9337481,2016,1,0
9337770,2016,1,1
9337771,2016,1,0
9338350,2016,1,0
9338927,2016,1,0
9339476,2016,2,0
9339539,2016,1,0
9339557,2016,1,0
9339562,2016,1,0
9339584,2016,1,0
9339790,2016,1,0
9340516,2016,1,0
9340637,2016,1,0
9340697,2016,1,0
9340834,2016,1,0
9340900,2016,1,0
9341166,2016,2,0
9341580,2016,1,0
9341589,2016,3,0
9341592,2016,2,0
9341763,2016,2,0
9341773,2016,2,0
9341858,2016,1,0
9343296,2016,1,0
9343321,2016,1,0
9343479,2016,1,0
9343487,2016,1,0
9343559,2016,4,0
9343570,2016,1,0
9343579,2016,2,0
9343584,2016,1,0
9343585,2016,1,0
9343586,2016,1,1
9343594,2016,2,0
9343595,2016,4,2
9343601,2016,1,0
9343664,2016,1,0
9343906,2016,1,0
9345498,2016,1,0
9346052,2016,1,0
9346238,2016,1,0
9346397,2016,1,0
9346566,2016,2,0
9346676,2016,1,0
9346879,2016,13,17
9346897,2016,2,0
9347051,2016,3,12
9347076,2016,1,0
9347101,2016,1,0
9347105,2016,2,0
9347141,2016,1,0
9347143,2016,1,0
9347312,2016,2,0
9347687,2016,1,0
9347689,2016,1,0
9347692,2016,1,0
9347834,2016,1,0
9347885,2016,1,0
9347923,2016,1,0
9348034,2016,1,0
9348036,2016,1,0
9348228,2016,1,0
9348394,2016,1,0
9349586,2016,1,0
9349593,2016,4,0
9349597,2016,1,0
9349640,2016,1,0
9349687,2016,2,0
9349751,2016,2,0
9349752,2016,1,0
9349759,2016,1,0
9349789,2016,1,0
9349802,2016,1,0
